Release_Date,Title,Popularity,Vote_Count,Vote_Average,Genre
2021,Spider-Man: No Way Home,5083.954,8940,Blockbuster,Action
2021,Spider-Man: No Way Home,5083.954,8940,Blockbuster,Adventure
2021,Spider-Man: No Way Home,5083.954,8940,Blockbuster,Science Fiction
2022,The Batman,3827.658,1151,Blockbuster,Crime
2022,The Batman,3827.658,1151,Blockbuster,Mystery
2022,The Batman,3827.658,1151,Blockbuster,Thriller
2022,No Exit,2618.087,122,Average_Performer,Thriller
2021,Encanto,2402.201,5076,Blockbuster,Animation
2021,Encanto,2402.201,5076,Blockbuster,Comedy
2021,Encanto,2402.201,5076,Blockbuster,Family
2021,Encanto,2402.201,5076,Blockbuster,Fantasy
2021,The King's Man,1895.511,1793,Well_Received,Action
2021,The King's Man,1895.511,1793,Well_Received,Adventure
2021,The King's Man,1895.511,1793,Well_Received,Thriller
2021,The King's Man,1895.511,1793,Well_Received,War
2022,The Commando,1750.484,33,Well_Received,Action
2022,The Commando,1750.484,33,Well_Received,Crime
2022,The Commando,1750.484,33,Well_Received,Thriller
2022,Scream,1675.161,821,Well_Received,Horror
2022,Scream,1675.161,821,Well_Received,Mystery
2022,Scream,1675.161,821,Well_Received,Thriller
2022,Kimi,1601.782,206,Average_Performer,Thriller
2022,Fistful of Vengeance,1594.013,114,Low_Rated,Action
2022,Fistful of Vengeance,1594.013,114,Low_Rated,Crime
2022,Fistful of Vengeance,1594.013,114,Low_Rated,Fantasy
2021,Eternals,1537.406,4726,Blockbuster,Science Fiction
2022,Pursuit,1500.523,16,Low_Rated,Action
2022,Pursuit,1500.523,16,Low_Rated,Crime
2022,Pursuit,1500.523,16,Low_Rated,Thriller
2021,My Hero Academia: World Heroes' Mission,1485.064,100,Blockbuster,Animation
2021,My Hero Academia: World Heroes' Mission,1485.064,100,Blockbuster,Action
2021,My Hero Academia: World Heroes' Mission,1485.064,100,Blockbuster,Fantasy
2021,My Hero Academia: World Heroes' Mission,1485.064,100,Blockbuster,Adventure
2022,Restless,1468.377,107,Low_Rated,Action
2022,Restless,1468.377,107,Low_Rated,Thriller
2022,Restless,1468.377,107,Low_Rated,Crime
2021,Nightmare Alley,1455.144,952,Well_Received,Crime
2021,Nightmare Alley,1455.144,952,Well_Received,Drama
2021,Nightmare Alley,1455.144,952,Well_Received,Thriller
2022,The Ice Age Adventures of Buck Wild,1431.307,737,Well_Received,Animation
2022,The Ice Age Adventures of Buck Wild,1431.307,737,Well_Received,Comedy
2022,The Ice Age Adventures of Buck Wild,1431.307,737,Well_Received,Adventure
2022,The Ice Age Adventures of Buck Wild,1431.307,737,Well_Received,Family
2022,Hotel Transylvania: Transformania,1373.778,288,Well_Received,Animation
2022,Hotel Transylvania: Transformania,1373.778,288,Well_Received,Family
2022,Hotel Transylvania: Transformania,1373.778,288,Well_Received,Fantasy
2022,Hotel Transylvania: Transformania,1373.778,288,Well_Received,Comedy
2022,Hotel Transylvania: Transformania,1373.778,288,Well_Received,Adventure
2022,Texas Chainsaw Massacre,1312.79,521,Low_Rated,Horror
2022,The Requin,1252.317,65,Low_Rated,Thriller
2022,Looop Lapeta,1240.946,31,Average_Performer,Action
2022,Looop Lapeta,1240.946,31,Average_Performer,Comedy
2022,Looop Lapeta,1240.946,31,Average_Performer,Crime
2021,Red Notice,1178.544,3193,Well_Received,Action
2021,Red Notice,1178.544,3193,Well_Received,Comedy
2021,Red Notice,1178.544,3193,Well_Received,Crime
2021,Red Notice,1178.544,3193,Well_Received,Thriller
2021,Sing 2,1112.9,2172,Blockbuster,Animation
2021,Sing 2,1112.9,2172,Blockbuster,Comedy
2021,Sing 2,1112.9,2172,Blockbuster,Family
2021,Sing 2,1112.9,2172,Blockbuster,Music
2022,The Jack in the Box: Awakening,1096.79,43,Low_Rated,Horror
2021,Venom: Let There Be Carnage,1053.615,6539,Well_Received,Science Fiction
2021,Venom: Let There Be Carnage,1053.615,6539,Well_Received,Action
2021,Venom: Let There Be Carnage,1053.615,6539,Well_Received,Adventure
2021,The Matrix Resurrections,941.024,3160,Well_Received,Science Fiction
2021,The Matrix Resurrections,941.024,3160,Well_Received,Action
2021,The Matrix Resurrections,941.024,3160,Well_Received,Adventure
2021,Resident Evil: Welcome to Raccoon City,881.086,1312,Average_Performer,Horror
2021,Resident Evil: Welcome to Raccoon City,881.086,1312,Average_Performer,Action
2021,Resident Evil: Welcome to Raccoon City,881.086,1312,Average_Performer,Science Fiction
2021,Last Man Down,869.605,318,Average_Performer,Action
2021,Last Man Down,869.605,318,Average_Performer,Thriller
2022,American Siege,867.326,49,Low_Rated,Action
2022,American Siege,867.326,49,Low_Rated,Thriller
2022,American Siege,867.326,49,Low_Rated,Crime
2022,American Siege,867.326,49,Low_Rated,Drama
2022,Uncharted,866.391,691,Well_Received,Action
2022,Uncharted,866.391,691,Well_Received,Adventure
2020,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,845.992,2224,Blockbuster,Animation
2020,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,845.992,2224,Blockbuster,Action
2020,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,845.992,2224,Blockbuster,Adventure
2020,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,845.992,2224,Blockbuster,Fantasy
2021,Ghostbusters: Afterlife,839.904,2225,Blockbuster,Fantasy
2021,Ghostbusters: Afterlife,839.904,2225,Blockbuster,Comedy
2021,Ghostbusters: Afterlife,839.904,2225,Blockbuster,Adventure
2022,The 355,781.748,313,Average_Performer,Action
2022,The 355,781.748,313,Average_Performer,Thriller
2021,Shang-Chi and the Legend of the Ten Rings,769.185,5845,Blockbuster,Action
2021,Shang-Chi and the Legend of the Ten Rings,769.185,5845,Blockbuster,Adventure
2021,Shang-Chi and the Legend of the Ten Rings,769.185,5845,Blockbuster,Fantasy
2022,Marry Me,761.793,230,Well_Received,Romance
2022,Marry Me,761.793,230,Well_Received,Comedy
2022,Marry Me,761.793,230,Well_Received,Music
2022,The Hunting,761.127,10,Low_Rated,Horror
2021,West Side Story,678.186,562,Blockbuster,Drama
2021,West Side Story,678.186,562,Blockbuster,Romance
2021,West Side Story,678.186,562,Blockbuster,Crime
2022,Through My Window,659.105,1331,Blockbuster,Romance
2022,Through My Window,659.105,1331,Blockbuster,Drama
2021,The Seven Deadly Sins: Cursed by Light,647.54,312,Blockbuster,Animation
2021,The Seven Deadly Sins: Cursed by Light,647.54,312,Blockbuster,Fantasy
2021,One Shot,622.24,382,Well_Received,Action
2022,Tom and Jerry: Cowboy Up!,614.11,163,Well_Received,Animation
2022,Tom and Jerry: Cowboy Up!,614.11,163,Well_Received,Comedy
2022,Tom and Jerry: Cowboy Up!,614.11,163,Well_Received,Family
2022,Tom and Jerry: Cowboy Up!,614.11,163,Well_Received,Western
2020,Chernobyl: Abyss,601.958,314,Average_Performer,Drama
2020,Chernobyl: Abyss,601.958,314,Average_Performer,History
2020,Chernobyl: Abyss,601.958,314,Average_Performer,Adventure
2022,Desperate Riders,590.474,10,Well_Received,Western
2022,Desperate Riders,590.474,10,Well_Received,Action
2021,Clifford the Big Red Dog,585.011,1100,Blockbuster,Family
2021,Clifford the Big Red Dog,585.011,1100,Blockbuster,Adventure
2021,Clifford the Big Red Dog,585.011,1100,Blockbuster,Comedy
2021,Clifford the Big Red Dog,585.011,1100,Blockbuster,Fantasy
2022,Tyler Perry's A Madea Homecoming,577.591,42,Well_Received,Comedy
2021,The Boss Baby: Family Business,567.421,1785,Blockbuster,Animation
2021,The Boss Baby: Family Business,567.421,1785,Blockbuster,Comedy
2021,The Boss Baby: Family Business,567.421,1785,Blockbuster,Adventure
2021,The Boss Baby: Family Business,567.421,1785,Blockbuster,Family
2022,Turning Red,564.507,8,Blockbuster,Animation
2022,Turning Red,564.507,8,Blockbuster,Family
2022,Turning Red,564.507,8,Blockbuster,Comedy
2022,Turning Red,564.507,8,Blockbuster,Fantasy
2022,Brazen,553.141,211,Low_Rated,Thriller
2022,Brazen,553.141,211,Low_Rated,Mystery
2022,Brazen,553.141,211,Low_Rated,Drama
2022,The House,551.65,432,Well_Received,Animation
2022,The House,551.65,432,Well_Received,Drama
2022,The House,551.65,432,Well_Received,Comedy
2022,The House,551.65,432,Well_Received,Horror
2022,Blacklight,533.903,88,Low_Rated,Action
2022,Blacklight,533.903,88,Low_Rated,Thriller
2021,Ron's Gone Wrong,509.277,1000,Blockbuster,Animation
2021,Ron's Gone Wrong,509.277,1000,Blockbuster,Science Fiction
2021,Ron's Gone Wrong,509.277,1000,Blockbuster,Family
2021,Ron's Gone Wrong,509.277,1000,Blockbuster,Comedy
2021,Free Guy,447.872,5158,Blockbuster,Comedy
2021,Free Guy,447.872,5158,Blockbuster,Action
2021,Free Guy,447.872,5158,Blockbuster,Adventure
2021,Free Guy,447.872,5158,Blockbuster,Science Fiction
2021,Cruella,429.613,6675,Blockbuster,Comedy
2021,Cruella,429.613,6675,Blockbuster,Crime
2021,The Suicide Squad,424.983,5689,Blockbuster,Action
2021,The Suicide Squad,424.983,5689,Blockbuster,Adventure
2021,The Suicide Squad,424.983,5689,Blockbuster,Fantasy
2021,The Simpsons in Plusaversary,418.589,251,Well_Received,Animation
2021,The Simpsons in Plusaversary,418.589,251,Well_Received,Comedy
2021,The Simpsons in Plusaversary,418.589,251,Well_Received,Fantasy
2022,Forgive Us Our Trespasses,409.688,27,Average_Performer,Drama
2022,Forgive Us Our Trespasses,409.688,27,Average_Performer,War
2021,Luca,408.749,5886,Blockbuster,Animation
2021,Luca,408.749,5886,Blockbuster,Comedy
2021,Luca,408.749,5886,Blockbuster,Family
2021,Luca,408.749,5886,Blockbuster,Fantasy
2021,Mortal Kombat,402.273,4447,Blockbuster,Action
2021,Mortal Kombat,402.273,4447,Blockbuster,Fantasy
2021,Mortal Kombat,402.273,4447,Blockbuster,Adventure
2021,Zack Snyder's Justice League,398.461,7414,Blockbuster,Action
2021,Zack Snyder's Justice League,398.461,7414,Blockbuster,Adventure
2021,Zack Snyder's Justice League,398.461,7414,Blockbuster,Fantasy
2021,Zack Snyder's Justice League,398.461,7414,Blockbuster,Science Fiction
2021,Mother/Android,398.12,422,Low_Rated,Science Fiction
2021,Mother/Android,398.12,422,Low_Rated,Thriller
1986,Exploits of a Young Don Juan,396.948,88,Low_Rated,Comedy
1986,Exploits of a Young Don Juan,396.948,88,Low_Rated,Drama
2021,Dune,394.295,6237,Blockbuster,Science Fiction
2021,Dune,394.295,6237,Blockbuster,Adventure
2021,The Last Warrior: Root of Evil,391.957,89,Well_Received,Fantasy
2021,The Last Warrior: Root of Evil,391.957,89,Well_Received,Adventure
2021,The Last Warrior: Root of Evil,391.957,89,Well_Received,Comedy
2022,The Privilege,387.924,104,Low_Rated,Horror
2021,Queen of Spades,387.159,37,Average_Performer,Horror
2021,Antlers,380.88,544,Average_Performer,Drama
2021,Antlers,380.88,544,Average_Performer,Horror
2021,Antlers,380.88,544,Average_Performer,Mystery
2021,Dangerous,379.856,175,Average_Performer,Action
2021,Dangerous,379.856,175,Average_Performer,Thriller
2021,After We Fell,365.85,1563,Blockbuster,Romance
2021,After We Fell,365.85,1563,Blockbuster,Drama
2021,No Time to Die,360.164,3616,Blockbuster,Adventure
2021,No Time to Die,360.164,3616,Blockbuster,Action
2021,No Time to Die,360.164,3616,Blockbuster,Thriller
2021,Sooryavanshi,352.368,93,Low_Rated,Action
2021,Sooryavanshi,352.368,93,Low_Rated,Crime
2021,Sooryavanshi,352.368,93,Low_Rated,Thriller
2021,Finch,348.942,2075,Blockbuster,Science Fiction
2021,Finch,348.942,2075,Blockbuster,Drama
2021,Finch,348.942,2075,Blockbuster,Adventure
2021,Two,342.661,207,Low_Rated,Thriller
2021,Two,342.661,207,Low_Rated,Horror
2021,PAW Patrol: The Movie,339.374,855,Blockbuster,Animation
2021,PAW Patrol: The Movie,339.374,855,Blockbuster,Family
2021,PAW Patrol: The Movie,339.374,855,Blockbuster,Adventure
2021,PAW Patrol: The Movie,339.374,855,Blockbuster,Comedy
2018,Avengers: Infinity War,338.402,24079,Blockbuster,Adventure
2018,Avengers: Infinity War,338.402,24079,Blockbuster,Action
2018,Avengers: Infinity War,338.402,24079,Blockbuster,Science Fiction
1989,Batman,338.272,6109,Blockbuster,Fantasy
1989,Batman,338.272,6109,Blockbuster,Action
2021,Black Widow,337.651,7127,Blockbuster,Action
2021,Black Widow,337.651,7127,Blockbuster,Adventure
2021,Black Widow,337.651,7127,Blockbuster,Science Fiction
2022,The Wonderful Winter of Mickey Mouse,333.354,3,Low_Rated,Animation
2022,The Wonderful Winter of Mickey Mouse,333.354,3,Low_Rated,Comedy
2021,F9,331.944,5092,Blockbuster,Action
2021,F9,331.944,5092,Blockbuster,Crime
2021,F9,331.944,5092,Blockbuster,Thriller
2021,F9,331.944,5092,Blockbuster,Adventure
2022,Moonfall,328.678,186,Low_Rated,Action
2022,Moonfall,328.678,186,Low_Rated,Adventure
2022,Moonfall,328.678,186,Low_Rated,Science Fiction
2022,"Sex, Shame and Tears 2",325.624,5,Low_Rated,Comedy
2022,"Sex, Shame and Tears 2",325.624,5,Low_Rated,Drama
2021,Diary of a Wimpy Kid,324.706,189,Average_Performer,Animation
2021,Diary of a Wimpy Kid,324.706,189,Average_Performer,Comedy
2021,Diary of a Wimpy Kid,324.706,189,Average_Performer,Family
2022,AI Love You,317.643,16,Low_Rated,Comedy
2022,AI Love You,317.643,16,Low_Rated,Romance
2022,AI Love You,317.643,16,Low_Rated,Science Fiction
2022,Erax,317.102,12,Low_Rated,Mystery
2022,Erax,317.102,12,Low_Rated,Family
2020,Deathstroke: Knights & Dragons - The Movie,314.388,325,Well_Received,Animation
2020,Deathstroke: Knights & Dragons - The Movie,314.388,325,Well_Received,Action
2020,Deathstroke: Knights & Dragons - The Movie,314.388,325,Well_Received,Adventure
2020,Deathstroke: Knights & Dragons - The Movie,314.388,325,Well_Received,Science Fiction
2021,The Last Duel,312.916,1848,Blockbuster,Action
2021,The Last Duel,312.916,1848,Blockbuster,Drama
2021,The Last Duel,312.916,1848,Blockbuster,History
2022,The Pirates: The Last Royal Treasure,311.94,38,Well_Received,Action
2022,The Pirates: The Last Royal Treasure,311.94,38,Well_Received,Adventure
2022,The Pirates: The Last Royal Treasure,311.94,38,Well_Received,Comedy
2022,The Pirates: The Last Royal Treasure,311.94,38,Well_Received,History
2021,Paranormal Activity: Next of Kin,310.011,300,Average_Performer,Horror
2021,Paranormal Activity: Next of Kin,310.011,300,Average_Performer,Mystery
2021,Paranormal Activity: Next of Kin,310.011,300,Average_Performer,Thriller
2021,House of Gucci,308.214,1276,Well_Received,Drama
2021,House of Gucci,308.214,1276,Well_Received,Crime
2021,House of Gucci,308.214,1276,Well_Received,Thriller
2021,Dark Spell,308.037,80,Well_Received,Romance
2021,Dark Spell,308.037,80,Well_Received,Horror
2021,Dark Spell,308.037,80,Well_Received,Thriller
2021,Jungle Cruise,307.936,4034,Blockbuster,Action
2021,Jungle Cruise,307.936,4034,Blockbuster,Adventure
2021,Jungle Cruise,307.936,4034,Blockbuster,Comedy
2021,Jungle Cruise,307.936,4034,Blockbuster,Fantasy
2021,Godzilla vs. Kong,307.521,7681,Blockbuster,Action
2021,Godzilla vs. Kong,307.521,7681,Blockbuster,Fantasy
2021,Godzilla vs. Kong,307.521,7681,Blockbuster,Science Fiction
2012,The Amazing Spider-Man,306.376,14564,Well_Received,Action
2012,The Amazing Spider-Man,306.376,14564,Well_Received,Adventure
2012,The Amazing Spider-Man,306.376,14564,Well_Received,Fantasy
2022,Heart Shot,302.272,16,Low_Rated,Romance
2022,Heart Shot,302.272,16,Low_Rated,Crime
2009,Avatar,297.357,25011,Blockbuster,Action
2009,Avatar,297.357,25011,Blockbuster,Adventure
2009,Avatar,297.357,25011,Blockbuster,Fantasy
2009,Avatar,297.357,25011,Blockbuster,Science Fiction
2021,Mobile Suit Gundam Hathaway,292.604,77,Blockbuster,Animation
2021,Mobile Suit Gundam Hathaway,292.604,77,Blockbuster,Action
2021,Mobile Suit Gundam Hathaway,292.604,77,Blockbuster,Drama
2021,Mobile Suit Gundam Hathaway,292.604,77,Blockbuster,Science Fiction
2021,Army of Thieves,290.54,1167,Well_Received,Crime
2021,Army of Thieves,290.54,1167,Well_Received,Comedy
2022,UFO,290.481,15,Low_Rated,Drama
2022,UFO,290.481,15,Low_Rated,Romance
2022,The Weekend Away,290.206,119,Low_Rated,Thriller
2022,The Weekend Away,290.206,119,Low_Rated,Mystery
2020,The Croods: A New Age,284.798,2877,Blockbuster,Animation
2020,The Croods: A New Age,284.798,2877,Blockbuster,Family
2020,The Croods: A New Age,284.798,2877,Blockbuster,Adventure
2020,The Croods: A New Age,284.798,2877,Blockbuster,Fantasy
2020,The Croods: A New Age,284.798,2877,Blockbuster,Comedy
2021,Back to the Outback,282.246,341,Blockbuster,Animation
2021,Back to the Outback,282.246,341,Blockbuster,Family
2021,Back to the Outback,282.246,341,Blockbuster,Adventure
2021,Back to the Outback,282.246,341,Blockbuster,Comedy
2021,The Tomorrow War,282.068,5182,Blockbuster,Action
2021,The Tomorrow War,282.068,5182,Blockbuster,Science Fiction
2021,The Tomorrow War,282.068,5182,Blockbuster,Adventure
2022,Home Team,280.613,368,Well_Received,Family
2022,Home Team,280.613,368,Well_Received,Comedy
2021,The Fallout,279.344,130,Blockbuster,Drama
2021,Raya and the Last Dragon,277.59,5048,Blockbuster,Family
2021,Raya and the Last Dragon,277.59,5048,Blockbuster,Fantasy
2021,Raya and the Last Dragon,277.59,5048,Blockbuster,Animation
2021,Raya and the Last Dragon,277.59,5048,Blockbuster,Action
2021,Raya and the Last Dragon,277.59,5048,Blockbuster,Adventure
2021,Infinite,276.461,912,Well_Received,Science Fiction
2021,Infinite,276.461,912,Well_Received,Action
2021,Infinite,276.461,912,Well_Received,Thriller
2021,Wrath of Man,273.622,3376,Blockbuster,Action
2021,Wrath of Man,273.622,3376,Blockbuster,Crime
2021,Wrath of Man,273.622,3376,Blockbuster,Thriller
2021,Fortress,273.35,163,Average_Performer,Crime
2021,Fortress,273.35,163,Average_Performer,Action
2021,Fortress,273.35,163,Average_Performer,Thriller
2021,Space Jam: A New Legacy,271.573,2952,Well_Received,Family
2021,Space Jam: A New Legacy,271.573,2952,Well_Received,Animation
2021,Space Jam: A New Legacy,271.573,2952,Well_Received,Comedy
2021,Space Jam: A New Legacy,271.573,2952,Well_Received,Science Fiction
2022,Laura y el misterio del asesino inesperado,266.754,8,Blockbuster,TV Movie
2022,Laura y el misterio del asesino inesperado,266.754,8,Blockbuster,Mystery
2022,Laura y el misterio del asesino inesperado,266.754,8,Blockbuster,Thriller
2022,Laura y el misterio del asesino inesperado,266.754,8,Blockbuster,Comedy
2021,The Conjuring: The Devil Made Me Do It,266.614,4233,Blockbuster,Horror
2021,The Conjuring: The Devil Made Me Do It,266.614,4233,Blockbuster,Mystery
2021,The Conjuring: The Devil Made Me Do It,266.614,4233,Blockbuster,Thriller
2005,Batman Begins,265.806,17338,Blockbuster,Action
2005,Batman Begins,265.806,17338,Blockbuster,Crime
2005,Batman Begins,265.806,17338,Blockbuster,Drama
2022,The Royal Treatment,264.99,390,Well_Received,Romance
2022,The Royal Treatment,264.99,390,Well_Received,Comedy
2021,Ciao Alberto,261.672,412,Blockbuster,Animation
2021,Ciao Alberto,261.672,412,Blockbuster,Comedy
2021,Ciao Alberto,261.672,412,Blockbuster,Family
2021,Ciao Alberto,261.672,412,Blockbuster,Fantasy
2021,Gone Mom: The Disappearance of Jennifer Dulos,257.852,113,Blockbuster,TV Movie
2021,Gone Mom: The Disappearance of Jennifer Dulos,257.852,113,Blockbuster,Thriller
2021,Gone Mom: The Disappearance of Jennifer Dulos,257.852,113,Blockbuster,Crime
2021,Ripper Untold,257.473,75,Well_Received,Horror
2021,Meander,256.866,218,Average_Performer,Horror
2021,Meander,256.866,218,Average_Performer,Science Fiction
2021,Meander,256.866,218,Average_Performer,Drama
2021,Meander,256.866,218,Average_Performer,Thriller
2021,Zeros and Ones,256.443,117,Low_Rated,Thriller
2021,Zeros and Ones,256.443,117,Low_Rated,War
2021,Snake Eyes: G.I. Joe Origins,254.31,1028,Well_Received,Action
2021,Snake Eyes: G.I. Joe Origins,254.31,1028,Well_Received,Adventure
2021,Survive the Game,252.22,107,Low_Rated,Action
2021,Survive the Game,252.22,107,Low_Rated,Thriller
2021,Survive the Game,252.22,107,Low_Rated,Crime
2021,Riverdance: The Animated Adventure,250.831,28,Low_Rated,Animation
2021,Riverdance: The Animated Adventure,250.831,28,Low_Rated,Fantasy
2021,Riverdance: The Animated Adventure,250.831,28,Low_Rated,Music
2021,Riverdance: The Animated Adventure,250.831,28,Low_Rated,Adventure
2021,Riverdance: The Animated Adventure,250.831,28,Low_Rated,Comedy
2021,Riverdance: The Animated Adventure,250.831,28,Low_Rated,Family
2021,Apex,249.46,402,Low_Rated,Action
2021,Apex,249.46,402,Low_Rated,Thriller
2021,Apex,249.46,402,Low_Rated,Science Fiction
2022,The Tinder Swindler,246.652,455,Well_Received,Documentary
2022,The Tinder Swindler,246.652,455,Well_Received,Crime
2022,Love Tactics,244.573,83,Well_Received,Romance
2022,Love Tactics,244.573,83,Well_Received,Comedy
2021,The Addams Family 2,244.18,785,Blockbuster,Animation
2021,The Addams Family 2,244.18,785,Blockbuster,Adventure
2021,The Addams Family 2,244.18,785,Blockbuster,Comedy
2021,The Addams Family 2,244.18,785,Blockbuster,Family
2021,Dynasty Warriors,242.342,84,Average_Performer,Action
2021,Dynasty Warriors,242.342,84,Average_Performer,Adventure
2021,Dynasty Warriors,242.342,84,Average_Performer,Fantasy
2021,Miraculous World: Shanghai – The Legend of Ladydragon,241.638,411,Blockbuster,Animation
2021,Miraculous World: Shanghai – The Legend of Ladydragon,241.638,411,Blockbuster,Comedy
2021,Miraculous World: Shanghai – The Legend of Ladydragon,241.638,411,Blockbuster,Family
2021,Miraculous World: Shanghai – The Legend of Ladydragon,241.638,411,Blockbuster,Adventure
2020,"Miraculous World: New York, United HeroeZ",240.048,862,Blockbuster,Animation
2020,"Miraculous World: New York, United HeroeZ",240.048,862,Blockbuster,Family
2020,"Miraculous World: New York, United HeroeZ",240.048,862,Blockbuster,Comedy
2020,"Miraculous World: New York, United HeroeZ",240.048,862,Blockbuster,Adventure
2020,"Miraculous World: New York, United HeroeZ",240.048,862,Blockbuster,TV Movie
2022,Surviving Paradise: A Family Tale,240.002,7,Well_Received,Documentary
2019,My Hero Academia: Heroes Rising,239.599,890,Blockbuster,Animation
2019,My Hero Academia: Heroes Rising,239.599,890,Blockbuster,Action
2019,My Hero Academia: Heroes Rising,239.599,890,Blockbuster,Fantasy
2019,My Hero Academia: Heroes Rising,239.599,890,Blockbuster,Adventure
2021,Amina,237.262,92,Average_Performer,War
2021,Amina,237.262,92,Average_Performer,History
2021,Amina,237.262,92,Average_Performer,Drama
2021,Encounter,235.482,256,Average_Performer,Adventure
2021,Encounter,235.482,256,Average_Performer,Drama
2021,Son,232.494,90,Average_Performer,Horror
2021,Son,232.494,90,Average_Performer,Thriller
2020,Wonder Woman 1984,231.756,6599,Well_Received,Action
2020,Wonder Woman 1984,231.756,6599,Well_Received,Adventure
2020,Wonder Woman 1984,231.756,6599,Well_Received,Fantasy
2014,The Amazing Spider-Man 2,231.441,10763,Average_Performer,Action
2014,The Amazing Spider-Man 2,231.441,10763,Average_Performer,Adventure
2014,The Amazing Spider-Man 2,231.441,10763,Average_Performer,Fantasy
2021,The Whole Truth,231.334,109,Average_Performer,Horror
2022,Catwoman: Hunted,231.061,26,Average_Performer,Animation
2022,Catwoman: Hunted,231.061,26,Average_Performer,Action
2022,Catwoman: Hunted,231.061,26,Average_Performer,Crime
2016,Hacksaw Ridge,230.758,10667,Blockbuster,Drama
2016,Hacksaw Ridge,230.758,10667,Blockbuster,History
2016,Hacksaw Ridge,230.758,10667,Blockbuster,War
2021,Crazy Fist,230.547,44,Blockbuster,Action
2001,Harry Potter and the Philosopher's Stone,230.0,22210,Blockbuster,Adventure
2001,Harry Potter and the Philosopher's Stone,230.0,22210,Blockbuster,Fantasy
2012,The Avengers,229.772,26490,Blockbuster,Science Fiction
2012,The Avengers,229.772,26490,Blockbuster,Action
2012,The Avengers,229.772,26490,Blockbuster,Adventure
2021,Dragon Fury,229.215,34,Average_Performer,Horror
2021,Dragon Fury,229.215,34,Average_Performer,Fantasy
2021,Dragon Fury,229.215,34,Average_Performer,Mystery
2021,Tarumama,228.895,19,Low_Rated,Horror
2021,Tarumama,228.895,19,Low_Rated,Drama
2016,Doctor Strange,228.266,18471,Blockbuster,Action
2016,Doctor Strange,228.266,18471,Blockbuster,Adventure
2016,Doctor Strange,228.266,18471,Blockbuster,Fantasy
2016,Doctor Strange,228.266,18471,Blockbuster,Science Fiction
2021,Halloween Kills,227.825,1585,Well_Received,Horror
2021,Halloween Kills,227.825,1585,Well_Received,Thriller
2022,The Exorcism of God,226.771,7,Low_Rated,Horror
2019,Spider-Man: Far From Home,224.034,12176,Blockbuster,Action
2019,Spider-Man: Far From Home,224.034,12176,Blockbuster,Adventure
2019,Spider-Man: Far From Home,224.034,12176,Blockbuster,Science Fiction
2022,Harry Potter 20th Anniversary: Return to Hogwarts,222.907,1105,Blockbuster,Documentary
2020,After We Collided,221.992,4481,Blockbuster,Romance
2020,After We Collided,221.992,4481,Blockbuster,Drama
2022,The Desperate Hour,221.838,21,Low_Rated,Thriller
2015,Dragon Ball Z: Resurrection 'F',220.049,1361,Well_Received,Action
2015,Dragon Ball Z: Resurrection 'F',220.049,1361,Well_Received,Animation
2015,Dragon Ball Z: Resurrection 'F',220.049,1361,Well_Received,Science Fiction
2021,Seal Team,220.017,126,Well_Received,Animation
2021,Seal Team,220.017,126,Well_Received,Family
2021,Seal Team,220.017,126,Well_Received,Comedy
2009,Knowing,218.406,4251,Average_Performer,Action
2009,Knowing,218.406,4251,Average_Performer,Mystery
2009,Knowing,218.406,4251,Average_Performer,Science Fiction
2009,Knowing,218.406,4251,Average_Performer,Thriller
2021,Witch Hunt,217.266,145,Blockbuster,Fantasy
2021,Witch Hunt,217.266,145,Blockbuster,Horror
2021,Witch Hunt,217.266,145,Blockbuster,Thriller
2021,Witch Hunt,217.266,145,Blockbuster,Drama
2014,The Maze Runner,215.466,14398,Blockbuster,Action
2014,The Maze Runner,215.466,14398,Blockbuster,Mystery
2014,The Maze Runner,215.466,14398,Blockbuster,Science Fiction
2014,The Maze Runner,215.466,14398,Blockbuster,Thriller
2021,The Unholy,214.999,1543,Well_Received,Horror
2019,Ashfall,212.134,357,Well_Received,Action
2019,Ashfall,212.134,357,Well_Received,Adventure
2019,Ashfall,212.134,357,Well_Received,Thriller
2022,The Sky Is Everywhere,211.618,16,Low_Rated,Drama
2022,The Sky Is Everywhere,211.618,16,Low_Rated,Romance
2022,The Sky Is Everywhere,211.618,16,Low_Rated,Music
2021,Time Is Up,211.613,250,Average_Performer,Romance
2021,Time Is Up,211.613,250,Average_Performer,Drama
2021,The Deep House,211.563,527,Average_Performer,Horror
2015,Boruto: Naruto the Movie,211.071,996,Blockbuster,Animation
2015,Boruto: Naruto the Movie,211.071,996,Blockbuster,Action
2015,Boruto: Naruto the Movie,211.071,996,Blockbuster,Comedy
2002,Harry Potter and the Chamber of Secrets,210.837,17901,Blockbuster,Adventure
2002,Harry Potter and the Chamber of Secrets,210.837,17901,Blockbuster,Fantasy
2020,Sonic the Hedgehog,210.751,7559,Blockbuster,Action
2020,Sonic the Hedgehog,210.751,7559,Blockbuster,Science Fiction
2020,Sonic the Hedgehog,210.751,7559,Blockbuster,Comedy
2020,Sonic the Hedgehog,210.751,7559,Blockbuster,Family
2017,Coco,210.527,15355,Blockbuster,Family
