Release_Date,Title,Popularity,Vote_Count,Vote_Average,Genre
2020,The Old Ways,14.12,224,Blockbuster,Horror
2020,The Old Ways,14.12,224,Blockbuster,Fantasy
2020,Horse Girl,14.12,416,Low_Rated,Drama
2019,Vita & Virginia,14.12,133,Well_Received,Drama
2019,Vita & Virginia,14.12,133,Well_Received,Romance
1969,The Undefeated,14.119,79,Average_Performer,Western
2006,"OSS 117: Cairo, Nest of Spies",14.119,1331,Blockbuster,Crime
2006,"OSS 117: Cairo, Nest of Spies",14.119,1331,Blockbuster,Action
2006,"OSS 117: Cairo, Nest of Spies",14.119,1331,Blockbuster,Adventure
2006,"OSS 117: Cairo, Nest of Spies",14.119,1331,Blockbuster,Comedy
1997,Fire Down Below,14.118,270,Low_Rated,Action
1997,Fire Down Below,14.118,270,Low_Rated,Thriller
2019,#AnneFrank. Parallel Stories,14.116,35,Well_Received,Documentary
2019,#AnneFrank. Parallel Stories,14.116,35,Well_Received,Drama
2019,#AnneFrank. Parallel Stories,14.116,35,Well_Received,History
2020,Angels Fallen,14.115,49,Low_Rated,Horror
2020,Angels Fallen,14.115,49,Low_Rated,Fantasy
2020,Angels Fallen,14.115,49,Low_Rated,Science Fiction
2006,We Are Marshall,14.108,522,Well_Received,Drama
2006,We Are Marshall,14.108,522,Well_Received,History
